lyric,album_title,year,track_title,track_number,lyric_normalized,lyric_nostop,lyric_lemma
Vai kuolema jossa palata sinne saan missä,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,vai ulema joss palate since san missa,vai ulema joss palate san missa,vai ulema joss palate san missa
hiillos jo luovuttaa lumen alla,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,hills jo luovuttaa lumen alla,hills jo luovuttaa lumen alla,hills jo luovuttaa lumen alla
"Kun astun maailmaan, erämaan aikaan",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,kun aston maailmaan raman aikman,kun aston maailmaan raman aikman,kun aston maailmaan raman aikman
Ensilumi satoi kahdesti,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,ensilumi jatoi kahdesti,ensilumi jatoi kahdesti,ensilumi jatoi kahdesti
Maalasi sieluni taulun,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,malawi sieluni taurus,malawi sieluni taurus,malawi sieluni taurus
Tää jylhä kauneus ja ääretön yksinäisyys,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,taa julia aureus ja hareton yksinaisyys,taa julia aureus ja hareton yksinaisyys,taa julia aureus ja hareton yksinaisyys
"Lapsuuteni metsän, taivaan",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,lapsuuteni mean taiwan,lapsuuteni mean taiwan,lapsuuteni mean taiwan
Kaikuu se haikeus halki tän matkan,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,kaifu se haines half tan nathan,kaifu se haines half tan nathan,kaifu se haines half tan nathan
Aamun tullen yö tarinansa kertoo,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,amun sullen yo tarinansa kerton,amun sullen yo tarinansa kerton,amun sullen yo tarinansa kerton
Jylhä on kauneus ja ääretön yksinäisyyteni,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,julia on aureus ja hareton yksinaisyyteni,julia aureus ja hareton yksinaisyyteni,julia aureus ja hareton yksinaisyyteni
Sitä henkeensä halajaa,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,site henkeensa halajaa,site henkeensa halajaa,site henkeensa halajaa
"Kehtoni hauta, hautani paikka",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,kenton haute rastani parka,kenton haute rastani parka,kenton haute rastani parka
Erämaan viimeinen on,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,raman viimeinen on,raman viimeinen,raman viimeinen
Minne katosivat muut,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,mine katosivat must,katosivat,katosivat
"Suon noidat, neidontornit",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,soon nidal neidontornit,soon nidal neidontornit,soon nidal neidontornit
Ja varjoissa havisevat puut,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,ja varjoissa havisevat put,ja varjoissa havisevat,ja varjoissa havisevat
Kielon istutin ikihankeen,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,kieron tutin ikihankeen,kieron tutin ikihankeen,kieron tutin ikihankeen
Ja hiljaisuuden tultua luotin tulevaan,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,ja hiljaisuuden ultra latin tulevaan,ja hiljaisuuden ultra latin tulevaan,ja hiljaisuuden ultra latin tulevaan
Ensilumi satoi kahdesti,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,ensilumi jatoi kahdesti,ensilumi jatoi kahdesti,ensilumi jatoi kahdesti
Maalasi sieluni taulun,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,malawi sieluni taurus,malawi sieluni taurus,malawi sieluni taurus
Tää jylhä kauneus ja ääretön yksinäisyys,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,taa julia aureus ja hareton yksinaisyys,taa julia aureus ja hareton yksinaisyys,taa julia aureus ja hareton yksinaisyys
"Lapsuuteni metsän, taivaan",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,lapsuuteni mean taiwan,lapsuuteni mean taiwan,lapsuuteni mean taiwan
Kaikuu se haikeus halki tän matkan,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,kaifu se haines half tan nathan,kaifu se haines half tan nathan,kaifu se haines half tan nathan
Aamun tullen yö tarinansa kertoo,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,amun sullen yo tarinansa kerton,amun sullen yo tarinansa kerton,amun sullen yo tarinansa kerton
Jylhä on kauneus ja ääretön yksinäisyyteni,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,julia on aureus ja hareton yksinaisyyteni,julia aureus ja hareton yksinaisyyteni,julia aureus ja hareton yksinaisyyteni
Sitä henkeensä halajaa,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,site henkeensa halajaa,site henkeensa halajaa,site henkeensa halajaa
"Kehtoni hauta, hautani paikka",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,kenton haute rastani parka,kenton haute rastani parka,kenton haute rastani parka
Erämaan viimeinen on,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,raman viimeinen on,raman viimeinen,raman viimeinen
The Last One In The Wilderness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,the last one in the wilderness,wilderness,wilderness
Wilderness sleeps and I travel in my thoughs,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,wilderness sleeps and i travel in my thought,wilderness sleeps travel thought,wilderness sleep travel think
over the woods and sleeping water,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,over the woods and sleeping water,woods sleeping water,wood sleep water
Lady Moon lights the sky,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,lady moon lights the sky,lady moon lights sky,lady moon light sky
Paints the world in shade of north,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,paints the world in shade of north,paints world shade north,paint world shade north
Is this dream?,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,is this dream,dream,dream
Or death where I want to return to place,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,or death where i want to return to place,death want return place,death want return place
where embers are giving up hope under the snow,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,where embers are giving up hope under the snow,embers giving hope snow,ember give hope snow
"As I step into the world, the time of wilderness",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,as i step into the world the time of wilderness,step world time wilderness,step world time wilderness
First snow fell twice,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,first snow fell twice,snow fell twice,snow fall twice
Painted the painting of my soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,painted the painting of my soul,painted painting soul,paint painting soul
This bold beauty and infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,this bold beauty and infinite loneliness,bold beauty infinite loneliness,bold beauty infinite loneliness
Of my childhood forest and sky,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,of my childhood forest and sky,childhood forest sky,childhood forest sky
That beauty echoes through this journey,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,that beauty echoes through this journey,beauty echoes journey,beauty echo journey
"As the morning dawns, night tells it's story",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,as the morning dawns night tells it is story,morning dawns night tells story,morning dawns night tell story
Bold is beauty and my infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,bold is beauty and my infinite loneliness,bold beauty infinite loneliness,bold beauty infinite loneliness
That's what man longs for his soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,that is what man longs for his soul,man longs soul,man longs soul
"The grave of my cradle, the place of my grave",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,the grave of my cradle the place of my grave,grave cradle place grave,grave cradle place grave
is the last one in the wilderness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,is the last one in the wilderness,wilderness,wilderness
Where did the others go?,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,where did the others go,,
Swampwitches and towers of the maiden,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,swampwitches and towers of the maiden,swampwitches towers maiden,swampwitches towers maiden
and the coniferous trees in the shadows,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,and the coniferous trees in the shadows,coniferous trees shadows,coniferous tree shadow
I planted a lily of the valley into eversnow,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,i planted a lily of the valley into everson,planted lily valley everson,plant lily valley everson
"And as the silence came, I relied on the future",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,and as the silence came i relied on the future,silence came relied future,silence come rely future
First snow fell twice,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,first snow fell twice,snow fell twice,snow fall twice
Painted the painting of my soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,painted the painting of my soul,painted painting soul,paint painting soul
This bold beauty and infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,this bold beauty and infinite loneliness,bold beauty infinite loneliness,bold beauty infinite loneliness
Of my childhood forest and sky,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,of my childhood forest and sky,childhood forest sky,childhood forest sky
That beauty echoes through this journey,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,that beauty echoes through this journey,beauty echoes journey,beauty echo journey
"As the morning dawns, night tells it's story",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,as the morning dawns night tells it is story,morning dawns night tells story,morning dawns night tell story
Bold is beauty and my infinite loneliness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,bold is beauty and my infinite loneliness,bold beauty infinite loneliness,bold beauty infinite loneliness
That's what man longs for his soul,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,that is what man longs for his soul,man longs soul,man longs soul
"The grave of my cradle, the place of my grave",Erämaan Viimeinen,2007,Erämaan Viimeinen,1,the grave of my cradle the place of my grave,grave cradle place grave,grave cradle place grave
is the last one in the wilderness,Erämaan Viimeinen,2007,Erämaan Viimeinen,1,is the last one in the wilderness,wilderness,wilderness
Lapsistain rakkain tää näyttämö on,Imaginaerum,2011,Taikatalvi,1,lapsistain rankin taa nayttamo on,lapsistain rankin taa nayttamo,lapsistain rankin taa nayttamo
Mis kuutamo kujillaan kulkee,Imaginaerum,2011,Taikatalvi,1,mis kuutamo kujillaan klee,mis kuutamo kujillaan klee,mis kuutamo kujillaan klee
"Taipunut havu, kesä hoivassa sen",Imaginaerum,2011,Taikatalvi,1,taipunut have esa hoivassa sen,taipunut esa hoivassa sen,taipunut esa hoivassa sen
Valkomeren niin aavan,Imaginaerum,2011,Taikatalvi,1,valkomeren nii cavan,valkomeren nii cavan,valkomeren nii cavan
Joka aavekuun siivin,Imaginaerum,2011,Taikatalvi,1,joke aavekuun silvia,joke aavekuun silvia,joke aavekuun silvia
Saapuu mut kotiin noutamaan,Imaginaerum,2011,Taikatalvi,1,sarapu but motion noutamaan,sarapu motion noutamaan,sarapu motion noutamaan
Päällä talvisen maan hetki kuin ikuisuus,Imaginaerum,2011,Taikatalvi,1,paella salvesen maan henri ruin ikuisuus,paella salvesen maan henri ruin ikuisuus,paella salvesen maan henri ruin ikuisuus
Mi pienen kissan jaloin luokseni hiipii,Imaginaerum,2011,Taikatalvi,1,mi piece nissan join luokseni hippie,mi piece nissan join luokseni hippie,mi piece nissan join luokseni hippie
Tääl tarinain lähteellä asua saan mis,Imaginaerum,2011,Taikatalvi,1,tall trinian lahteella asia san mis,tall trinian lahteella asia san mis,tall trinian lahteella asia san mis
Viulu valtavan kaihon,Imaginaerum,2011,Taikatalvi,1,villa vltava saigon,villa vltava saigon,villa vltava saigon
Ikisäveltään maalaa,Imaginaerum,2011,Taikatalvi,1,ikisaveltaan malta,ikisaveltaan malta,ikisaveltaan malta
Laulullaan herättää maan,Imaginaerum,2011,Taikatalvi,1,laulullaan herattaa maan,laulullaan herattaa maan,laulullaan herattaa maan
'Twas the night before ,Imaginaerum,2011,Storytime,2,twas the night before,twas night,twas night
"When all through the world,",Imaginaerum,2011,Storytime,2,when all through the world,world,world
"No words, no dreams",Imaginaerum,2011,Storytime,2,no words no dreams,words dreams,word dream
"Then one day,",Imaginaerum,2011,Storytime,2,then one day,day,day
A writer by a fire,Imaginaerum,2011,Storytime,2,a writer by a fire,writer fire,writer fire
Imagined all of Gaia,Imaginaerum,2011,Storytime,2,imagined all of gaia,imagined gaia,imagine gaia
Took a journey into a child-man's heart...,Imaginaerum,2011,Storytime,2,took a journey into a child man s heart,took journey child man s heart,take journey child man s heart
